北京,本科,3-5年,"每年多次调薪,股票期权,年终分红,五险一金,带薪年假",CC452878115J00074978911,JAVA高级研发工程师—阿拉丁科技,20K-40K
北京,本科,3-5年,"绩效奖金,餐补,弹性工作,免费班车,员工旅游",CC274110937J00085167412,高级JAVA,15K-25K
北京,大专,5-10年,"五险一金,绩效奖金,加班补助,带薪年假",CC292145887J00110399713,高级java开发工程师,15K-20K
北京,本科,3-5年,"五险一金,餐补,带薪年假,节日福利",CC236959685J00088953111,JAVA研发工程师（数据可视化方向）,12K-24K
北京,本科,不限,"五险一金,年底双薪,员工旅游,节日福利,补充医疗保险",CC844741600J00111006510,Java服务器高级开发,20K-40K
北京-海淀区,本科,1-3年,"五险一金,绩效奖金,通讯补助,采暖补贴,带薪年假",CC283601617J90250301000,JAVA开发工程师,8K-10K
北京-朝阳区,本科,3-5年,"五险一金,绩效奖金,补充医疗保险,定期体检,节日福利",CC444128230J00184771708,Java开发工程师,15K-20K
北京-东城区,大专,1-3年,"周末双休,带薪年假,节日福利,员工旅游",CC293360815J00102804514,Java开发工程师（北京）,6K-10K
北京,本科,不限,"节日福利,五险一金,交通补助,餐补,带薪年假",CC120160395J90270680000,java软件工程师-xu,6K-12K
北京-石景山区,本科,3-5年,"五险一金,餐补,通讯补助,带薪年假,定期体检",CC120839499J00104617912,java开发工程师,10K-15K
北京-石景山区,本科,3-5年,"弹性工作,不加班,节日福利,每年多次调薪,五险一金",CC319759519J00044749009,java开发,10K-15K
北京,本科,5-10年,"五险一金,周末双休,交通补助,餐补,弹性工作",CC241756933J00104120912,java开发（智慧决策6）,25K-40K
北京,不限,5-10年,,CC446239825J00111808913,Java、jiawa、zhawa、扎瓦语言代码工程师,6K-8K
北京,本科,3-5年,"创业公司,每年多次调薪,五险一金,年底双薪,定期体检",CC301737184J00026412310,高级java开发工程师,15K-25K
北京,本科,3-5年,"五险一金,餐补,通讯补助,带薪年假,节日福利",CC156502819J00084723912,JAVA后台开发工程师,8K-15K
北京,本科,3-5年,"年底双薪,带薪年假,员工旅游,节日福利,定期体检",CC692695929J00290947001,java工程师,10K-15K
北京,本科,3-5年,"五险一金,绩效奖金,加班补助,弹性工作,节日福利",CC562718930J00072693615,java,10K-15K
北京,大专,5-10年,"五险一金,绩效奖金,交通补助,餐补,通讯补助",CC393045039J00100753609,java中高级软件工程师,15K-25K
北京,大专,3-5年,"五险一金,通讯补助,交通补助,带薪年假,餐补",CC146787509J00053596111,高级软件开发工程师（java）,9K-15K
北京-海淀区,本科,5-10年,"餐补,绩效奖金,节日福利,加班补助,每年多次调薪",CC274110937J00082978712,java技术专家,40K-60K
北京,本科,3-5年,"周末双休,五险一金,年底双薪,节日福利,不加班",CC469369019J00109802313,java开发-民生安外-j18001,10K-15K
北京,大专,1年以下,"创业公司,周末双休,五险一金,包住,交通补助",CC449350989J00045564414,Java/python/ui/web前端开发实习生,6K-8K
北京,本科,3-5年,"五险一金,年终分红,交通补助,带薪年假,补充医疗保险",CC152235410J90250044000,Java高级工程师,15K-25K
北京-朝阳区,本科,5-10年,"五险一金,餐补,周末双休,节日福利,每年多次调薪",CC392160220J00057436115,java开发工程师,薪资面议
北京,,无经验,,CC000117819J90000079000,JAVA讲师,校招
北京,本科,3-5年,"五险一金,年底双薪,绩效奖金,餐补,房补",CC414819880J00125003511,java高级开发工程师,20K-35K
北京,本科,3-5年,,CC236959685J00043607011,高级java开发工程师,15K-30K
北京,本科,5-10年,"五险一金,包吃",CC236959685J90251377000,Java架构师,15K-30K
北京,大专,3-5年,"五险一金,周末双休,补充医疗保险,定期体检",CC120702341J00109827710,中、高级JAVA开发工程师（北京）,13K-25K
北京-朝阳区,本科,3-5年,,CC477326388J00175407607,JAVA研发工程师（C 端）,10K-20K
北京-朝阳区,本科,3-5年,"五险一金,周末双休,交通补助,餐补,通讯补助",CC431107134J00150607702,JAVA资深/高级研发  20-30k  2-6个月年终奖,20K-30K
北京-朝阳区,本科,3-5年,"五险一金,年底双薪,节日福利,员工旅游,定期体检",CC431107134J00157267202,JAVA资深/高级研发工程师,20K-30K
北京-西城区,本科,无经验,,CC000989392J90000001000,Java开发工程师,校招
北京,本科,1-3年,,CC130957188J90251765000,java开发工程师,10K-20K
北京-朝阳区,本科,3-5年,"周末双休,五险一金,带薪年假,补充医疗保险,节日福利",CC691203220J00084749714,java开发工程师,12K-20K
北京-海淀区,不限,不限,,CC617144229J90250159000,Java工程师,10K-15K
北京-海淀区,本科,3-5年,"节日福利,五险一金,年底双薪,绩效奖金,弹性工作",CC133534001J90251726000,基础服务研发工程师（java）,15K-25K
北京,本科,不限,"五险一金,绩效奖金,交通补助,餐补,节日福利",CC332296385J90250009000,JAVA高级工程师,10K-15K
北京,大专,5-10年,"五险一金,餐补,带薪年假,定期体检,节日福利",CC146898466J90251472000,高级JAVA开发工程师,15K-20K
北京,本科,1-3年,"创业公司,五险一金,健身俱乐部,全勤奖,股票期权",CZ626663680J00062044511,java工程师,15K-20K
北京,本科,5-10年,"五险一金,带薪年假,弹性工作,节日福利,补充医疗保险",CC372009634J00103102811,java高级研发工程师,15K-25K
北京,本科,3-5年,"五险一金,年底双薪,带薪年假,加班补助,通讯补助",CC289459186J00072626210,Java爬虫开发工程师,10K-15K
北京,本科,1-3年,"五险一金,交通补助,餐补,通讯补助,补充医疗保险",CC218321018J00031633313,开发工程师（java方向）,10K-15K
北京,大专,不限,"创业公司,五险一金,交通补助,包住,餐补",CC449350989J00045523214,java/python/ui实习生,6K-8K
北京,本科,3-5年,"五险一金,周末双休,绩效奖金,弹性工作,带薪年假",CC432744528J00052703913,java开发工程师（财政一部）,8K-15K
北京-海淀区,大专,5-10年,"节日福利,带薪年假,五险一金,周末双休,免费班车",CC664453827J00104699312,高级java开发工程师,15K-20K
北京,本科,1-3年,"五险一金,年底双薪,绩效奖金,全勤奖,交通补助",CC162712928J00117758311,java开发工程师,12K-16K
北京,本科,无经验,餐补,CC399602784J00082381410,Java开发程序员（校园）,2.5K-3.5K
北京-海淀区,本科,3-5年,"节日福利,五险一金,加班补助,餐补,带薪年假",CC149834417J00154812402,Java开发工程师,10K-20K
北京-海淀区,本科,无经验,,CC000949474J90000001000,JAVA开发工程师,校招
北京-朝阳区,本科,无经验,,CC000938675J90000012000,Java开发工程师,校招
北京-朝阳区,本科,无经验,,CC000928615J90000016000,java工程师（3人）,校招
北京,本科,无经验,,CC000930078J90000005000,JAVA工程师,校招
北京,,无经验,,CC000926504J90000081000,Java开发工程师,校招
北京,本科,无经验,,CC000915080J90000043000,Java后端开发工程师,校招
北京,本科,无经验,,CC000911631J90000056000,Java研发工程师,校招
北京,本科,5-10年,"五险一金,绩效奖金,加班补助,交通补助,通讯补助",CC121054564J90253190000,高级java开发工程师,20K-35K
北京,大专,3-5年,"五险一金,周末双休,节日福利,带薪年假,年终分红",CC146898466J00037868112,java开发工程师,10K-16K
北京,本科,1-3年,"周末双休,五险一金,餐补,带薪年假,补充医疗保险",CC239517214J00065768812,中级java开发工程师,12K-22K
北京-海淀区,大专,3-5年,"五险一金,餐补,带薪年假,定期体检",CC561770720J00082746909,java开发工程师,10K-15K
北京,本科,3-5年,"餐补,节日福利,五险一金,采暖补贴,补充医疗保险",CC329683235J00095821812,java高级开发工程师,15K-20K
北京,本科,不限,"周末双休,五险一金,交通补助,绩效奖金,餐补",CC438159330J00095941609,Java开发 工程师,8K-10K
北京,大专,5-10年,"五险一金,餐补,带薪年假,定期体检,员工旅游",CC666964929J90250010000,JAVA高级研发工程师,15K-20K
北京-海淀区,大专,3-5年,"交通补助,弹性工作,员工旅游,加班补助,定期团建",CC617144229J00103010009,Java开发工程师,15K-20K
北京,本科,3-5年,"五险一金,绩效奖金,带薪年假,定期体检,员工旅游",CC332296385J00027735710,技术研发经理（java方向）,15K-20K
北京-石景山区,本科,3-5年,"五险一金,餐补,绩效奖金,带薪年假,定期体检",CC120834060J00099110415,java后端开发工程师,10K-15K
北京,本科,5-10年,"弹性工作,五险一金,补充医疗保险,定期体检,员工旅游",CC120521078J00107026513,高级java工程师,15K-30K
北京,本科,3-5年,"弹性工作,五险一金,补充医疗保险,定期体检,员工旅游",CC120521078J00107193313,高级JAVA工程师—互金行业线,15K-25K
北京,硕士,1-3年,"五险一金,绩效奖金,餐补,员工旅游,弹性工作",CC401574223J00042025613,中级JAVA开发工程师,10K-15K
北京,本科,3-5年,"五险一金,带薪年假,节日福利,员工旅游,公司重点项目",CC392518422J00104308909,Java开发,10K-18K
北京,本科,5-10年,"周末双休,五险一金,节日福利,带薪年假,交通补助",CC337626418J00079940312,项目经理（有Java代码基础）,15K-20K
北京-朝阳区,本科,无经验,,CC000898608J90000002000,Java研发工程师,校招
北京-海淀区,本科,3-5年,"节日福利,五险一金,餐补,通讯补助,带薪年假",CC145641624J00224913003,Java开发工程师,10K-15K
北京,本科,无经验,,CC000898298J90000007000,Java实习工程师,校招
北京,本科,无经验,,CC000883294J90000007000,Java工程师,校招
北京,,无经验,,CC000861558J90000052000,JAVA开发工程师-产品中心,校招
北京,本科,5-10年,,CC403315318J90251004000,资深Java开发工程师（业务平台支撑方向）,薪资面议
北京,,无经验,,CC000796385J90000807000,JAVA开发岗,校招
北京,本科,1-3年,"五险一金,年底双薪,绩效奖金,全勤奖,交通补助",CC131834848J90250715000,JAVA工程师,6K-8K
北京,大专,3-5年,"节日福利,五险一金,年底双薪,绩效奖金,弹性工作",CC569320721J90252473000,高级Java工程师,20K-30K
北京,不限,5-10年,"五险一金,通讯补助,带薪年假,补充医疗保险,定期体检",CC148106168J90251458000,java开发工程师,15K-20K
北京,大专,3-5年,"周末双休,五险一金,绩效奖金,交通补助,通讯补助",CC712028780J00070701114,高级java工程师,15K-20K
北京-海淀区,本科,不限,"节日福利,周末双休,五险一金,交通补助,餐补",CC120160395J90273009000,java开发工程师-yang,6K-12K
北京,不限,3-5年,"五险一金,全勤奖,餐补,带薪年假,节日福利",CC443334737J00130609511,高级java工程师,15K-20K
北京,大专,5-10年,"周末双休,五险一金,每年多次调薪,带薪年假,节日福利",CC422760080J00056181314,JAVA,10K-20K
北京,本科,3-5年,"交通补助,餐补,员工旅游,节日福利,五险一金",CZ755372070J00110869413,Java开发主管,13K-25K
北京,大专,3-5年,"周末双休,五险一金,节日福利,带薪年假,交通补助",CC337626418J00077622012,Java开发工程师,10K-15K
北京,本科,5-10年,"五险一金,绩效奖金,通讯补助,节日福利,交通补助",CC441091787J00064945414,JAVA技术经理,20K-35K
北京,本科,3-5年,"周末双休,五险一金,节日福利,带薪年假,交通补助",CC337626418J00079938112,初中级java开发,10K-15K
北京-海淀区,大专,3-5年,"五险一金,绩效奖金,餐补,带薪年假,定期体检",CC690807720J00096226114,java工程师,15K-20K
北京,本科,无经验,,CC000714728J90000053000,JAVA研发工程师（北京、天津）,校招
北京-海淀区,本科,无经验,,CC000153061J90000004000,java开发工程师,校招
北京,,无经验,,CC000136266J90000039000,Java开发工程师,校招
北京,本科,无经验,,CC000134122J90000059000,开发工程师(JAVA开发)对外业务拓展中心-北京,校招
北京-朝阳区,本科,3-5年,"免费班车,定期体检,节日福利,补充医疗保险,弹性工作",CC383625322J00051507813,商超生鲜-高级Java开发工程师,薪资面议
北京-朝阳区,本科,3-5年,"五险一金,绩效奖金,加班补助,交通补助,带薪年假",CC383625322J00070647013,闪购事业部-高级Java开发工程师-赋能,薪资面议
北京,本科,1-3年,"五险一金,绩效奖金,加班补助,交通补助,带薪年假",CZ812880240J00084686515,java开发工程师,7K-14K
北京,本科,3-5年,"五险一金,年底双薪,通讯补助,补充医疗保险,定期体检",CC148106168J90251359000,高级Java开发工程师,15K-20K
北京,本科,3-5年,"五险一金,年终分红,餐补,带薪年假,补充医疗保险",CC533411525J00108880813,java中级工程师,10K-20K
北京-朝阳区,本科,3-5年,"五险一金,餐补,交通补助,通讯补助,定期体检",CC415996281J00095071109,中级java工程师,10K-15K
北京-昌平区,本科,1-3年,"五险一金,年底双薪,绩效奖金,股票期权,交通补助",CZ804882470J00083708409,中级java软件开发工程师,10K-15K
北京,本科,1-3年,"五险一金,交通补助,餐补,弹性工作,节日福利",CZ754600770J00034105009,java高级工程师,10K-20K
北京-朝阳区,本科,5-10年,,CC399048438J00091875515,HIS系统JAVA后端开发工程师  ,15K-20K
北京-朝阳区,本科,1-3年,"五险一金,公司重点项目,绩效奖金,定期团建,带薪年假",CC563212223J00239967907,java开发工程师—初中级,16K-22K
北京-海淀区,大专,3-5年,,CC498670521J00240549605,Java中级工程师(在邯郸工作）,5.5K-7K
北京-大兴区,本科,1-3年,"创业公司,每年多次调薪,年终分红,股票期权,带薪年假",CC210199616J00112203713,JAVA工程师-中级,10K-20K
北京-朝阳区,大专,5-10年,,CC337626418J00103953212,中高级java工程师,20K-30K
北京-朝阳区,本科,3-5年,"五险一金,年底双薪,绩效奖金,股票期权,加班补助",CC383625322J00107235413,闪购-数据研发组-“新零售”分析平台Java专家,薪资面议
北京-朝阳区,本科,5-10年,"五险一金,绩效奖金,股票期权,加班补助,带薪年假",CC383625322J00065788613,闪购事业部-Java开发TeamLeader,薪资面议
北京,本科,3-5年,"免息房贷,每年多次调薪,绩效奖金,定期体检,五险一金",CC602273321J00109184213,后端开发工程师（Java）（智慧教育）,15K-20K
北京,本科,3-5年,"弹性工作,试用期全额,公司重点项目,通讯补助",CC602273321J00107931613,集团总部-java开发工程师（硅谷研发中心）,20K-30K
北京,本科,1-3年,"五险一金,餐补,带薪年假,定期体检,员工旅游",CC282783931J90250005000,Java软件开发工程师,10K-15K
北京,本科,无经验,,CC000127792J90000001000,Java开发工程师,校招
北京,本科,无经验,,CC000123080J90000019000,Java开发实习生（北京）,校招
北京,,无经验,,CC000118373J90000020000,JAVA研发工程师（实习生）-公共平台研发组,校招
北京,,无经验,,CC000118373J90000045000,JAVA研发工程师-公共平台研发组,校招
北京,,无经验,,CC000118373J90000067000,JAVA研发工程师-算法推荐组,校招
北京,,无经验,,CC000118373J90000082000,JAVA工程师（实习生）,校招
北京,本科,5-10年,"交通补助,餐补,通讯补助,节日福利,绩效奖金",CC582142423J00128677611,高级java工程师,18K-25K
北京-昌平区,本科,1-3年,,CC000216841J90250151000,JAVA软件工程师,8K-15K
北京,大专,1-3年,"五险一金,年底双薪,节日福利,带薪年假",CC330418436J00068307111,java开发工程师,10K-15K
北京,本科,1-3年,"周末双休,五险一金,交通补助,餐补,员工旅游",CC137230678J00038377510,java研发工程师（初级）,8K-10K
北京,本科,5-10年,"定期体检,节日福利,五险一金,补充医疗保险,带薪年假",CC247941519J00048193213,JAVA高级软件开发工程师,15K-20K
北京,大专,不限,"周末双休,五险一金,交通补助,餐补,定期体检",CC621497981J00076165613,对日JAVA开发工程师（北京）,10K-15K
北京,本科,5-10年,"节日福利,五险一金,绩效奖金,餐补,带薪年假",CC432744528J00110259013,java高级开发工程师（财政二部）,15K-28K
北京-海淀区,本科,10年以上,"五险一金,绩效奖金,交通补助,带薪年假,节日福利",CC428790220J90250079000,JAVA高级开发工程师,15K-25K
北京-西城区,本科,3-5年,"五险一金,餐补,带薪年假,弹性工作,定期体检",CC120973236J00092716709,Java开发工程师,10K-15K
北京,本科,无经验,"绩效奖金,定期体检,员工旅游,创业公司,每年多次调薪",CC210199616J00112202713,java实习生,3K-5K
北京-海淀区,硕士,无经验,,CC000117854J90000004000,Java开发工程师,校招
北京-海淀区,硕士,无经验,,CC000117854J90000073000,Java开发工程师,校招
北京-石景山区,本科,无经验,,CC000117854J90000055000,.云计算Java开发工程师,校招
北京,本科,5-10年,,CC224763818J90261642000,高级Java开发工程师(005179),20K-35K
北京,本科,无经验,,CC000117819J90001470000,IT培训讲师（JAVA）,校招
北京-海淀区,硕士,无经验,,CC000117819J90000610000,Java研发编辑（实习）,校招
北京,本科,无经验,,CC000116143J90000194000,JAVA开发工程师,校招
北京,不限,3-5年,"五险一金,交通补助,通讯补助,定期体检,14薪",CC152235410J00063660913,CORBA 接口 JAVA开发工程师,15K-20K
北京,本科,5-10年,"五险一金,年底双薪,全勤奖,餐补,带薪年假",CC120174087J00100562513,java高级开发工程师,15K-25K
北京-西城区,本科,3-5年,"五险一金,定期体检,绩效奖金,节日福利,交通补助",CC120133291J00099184115,java开发工程师,10K-20K
北京,本科,1-3年,"五险一金,年底双薪,全勤奖,餐补,带薪年假",CC120174087J00111614613,中级JAVA开发工程师,15K-20K
北京,大专,3-5年,"周末双休,五险一金,带薪年假,节日福利",CC379658538J00098262711,中级java工程师,15K-24K
北京,本科,1-3年,"周末双休,五险一金,年底双薪,节日福利,不加班",CC469369019J00109227813,Java开发-中信梧桐港-C18005,10K-15K
北京-朝阳区,大专,3-5年,"五险一金,带薪年假,补充医疗保险,定期体检,加班补助",CC366971682J00281116501,java开发工程师,10K-15K
北京-大兴区,本科,无经验,,CC000116174J90000554000,JAVA工程师,校招
北京-朝阳区,本科,无经验,,CC000115243J90000261000,java研发工程师（医疗信息化）,校招
北京,本科,3-5年,"五险一金,绩效奖金,带薪年假,定期体检,员工旅游",CC120702341J00103565610,Java开发组长(000887),10K-20K
北京,,无经验,,CC000112957J90003200000,Java开发工程师,校招
北京,,无经验,,CC000112957J90003275000,Java程序开发岗,校招
北京-海淀区,硕士,无经验,,CC000112496J90000113000,应用软件开发工程师（JAVA/C）,校招
北京-朝阳区,本科,5-10年,"五险一金,周末双休,节日福利,创业公司,交通补助",CC666143882J00111314610,JAVA开发工程师,13K-23K
北京-海淀区,本科,不限,"五险一金,周末双休,餐补",CC438753330J00101068914,java开发工程师,9K-18K
北京,硕士,5-10年,"创业公司,五险一金,带薪年假,绩效奖金,年终分红",CC400499387J00070889714,Java高级工程师,15K-25K
北京-海淀区,不限,3-5年,"五险一金,年底双薪,绩效奖金,加班补助,全勤奖",CC671222228J90250004000,JAVA软件工程师,10K-20K
北京,本科,5-10年,"五险一金,绩效奖金,加班补助,包住,带薪年假",CC469369019J00110434913,高级java开发-BRM(W18006),20K-30K
北京,本科,3-5年,"周末双休,五险一金,节日福利,定期体检,补充医疗保险",CC247941519J00048187513,JAVA软件开发工程师,10K-15K
北京,本科,3-5年,"五险一金,绩效奖金,带薪年假,加班补助,周末双休",CC165113420J00092751810,java高级程序员,15K-20K
北京,本科,1-3年,,CC352347619J00047810611,Java开发工程师（中级）,10K-15K
北京,硕士,无经验,,CC000104865J90000070000,软件研发工程师（java）,校招
北京,本科,3-5年,"节日福利,五险一金,年底双薪,带薪年假,免费班车",CC638724227J00098881814,Java开发工程师3[直招],10K-15K
北京,本科,3-5年,"五险一金,年底双薪,周末双休,交通补助,餐补",CC541024180J00102403815,JAVA工程师,15K-20K
北京-朝阳区,本科,3-5年,"弹性工作,补充医疗保险,节日福利,餐补,五险一金",CC463654413J00087304312,Java开发工程师（推影产品）,15K-20K
北京-石景山区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492812,初级java软件工程师,5.9K-11.8K
北京-宣武区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096496812,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-海淀区,本科,5-10年,"五险一金,餐补,通讯补助,带薪年假,弹性工作",CC426863980J00102803615,高级java工程师,20K-30K
北京,大专,3-5年,"五险一金,年底双薪,弹性工作,周末双休,带薪年假",CC673927723J00073076815,java开发工程师,10K-15K
北京,大专,5-10年,"周末双休,五险一金,每年多次调薪,带薪年假,节日福利",CC422760080J00059767714,JAVA开发,10K-20K
北京-海淀区,本科,无经验,,CC000892449J90000002000,研发工程师-大数据、Java、Php、Pathon,校招
北京,本科,3-5年,"五险一金,绩效奖金,项目奖金,每年多次调薪,晋升空间",CC120359452J90259005000,技术总监（java）,15K-30K
北京,本科,3-5年,"14薪,五险一金,交通补助,餐补,通讯补助",CZ897749920J00079430015,高级/资深java后台工程师,15K-30K
北京,硕士,不限,"节日福利,餐补,创业公司,无试用期,弹性工作",CC441091787J00070663014,JAVA开发实习生,4K-6K
北京-通州区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096497212,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-石景山区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096497112,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",CC219857233J00112230713,Java架构师（健康险核心）,25K-35K
北京,本科,3-5年,"周末双休,五险一金,绩效奖金,带薪年假,补充医疗保险",CC138718439J00102782715,软件开发与运维工程师-java Python(J14375),10K-15K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",CC219857233J00112231113,Java架构师（财险核心）,25K-35K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",CC219857233J00112229513,Java高级开发（车险理赔）,20K-30K
北京-海淀区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00090803812,java人工智能（python)开发签约委培,5.9K-11.9K
北京,本科,3-5年,"五险一金,带薪年假,餐补,交通补助,节日福利",CC666178323J00030007410,java工程师,8K-12K
北京,本科,3-5年,"五险一金,绩效奖金,项目奖金,每年多次调薪,晋升空间",CC120359452J00083659214,高级Java开发工程师(AICC),15K-30K
北京-通州区,大专,3-5年,"通讯补助,带薪年假,包住,定期体检,餐补",CC412449727J00101984015,JAVA开发工程师,8K-15K
北京,本科,5-10年,"五险一金,弹性工作,带薪年假,交通补助,通讯补助",CC383726926J90250110000,JAVA工程师（高级）,15K-20K
北京,本科,1-3年,"周末双休,五险一金,加班补助,节日福利",CC303619380J00083008814,java开发工程师,10K-15K
北京,本科,1-3年,"五险一金,绩效奖金,带薪年假,定期体检,周末双休",CZ824359480J00103428710,java web工程师,7K-14K
北京,本科,不限,"绩效奖金,创业公司,定期体检,五险一金",CZ431801380J00108557910,java开发实习工程师,4K-6K
北京-通州区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492912,初级java软件工程师,5.9K-11.8K
北京-朝阳区,本科,3-5年,"周末双休,五险一金,绩效奖金,带薪年假,节日福利",CC400933930J00157007402,中级java工程师,15K-20K
北京-宣武区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492512,初级java软件工程师,5.9K-11.8K
北京-海淀区,大专,不限,"五险一金,年底双薪,加班补助,全勤奖,房补",CC447375014J00091379712,java开发初级工程师,5.9K-11K
北京-海淀区,大专,不限,"五险一金,年底双薪,加班补助,全勤奖,房补",CC447375014J00079865312,java软件工程师与人工智能开发委培,5.9K-11K
北京,大专,不限,"住房补贴,五险一金,周末双休,带薪年假,房补",CZ447375010J00057108112,java开发工程师签约实习生,7K-13K
北京,大专,无经验,"创业公司,14薪,五险一金,周末双休,带薪年假",CZ640836120J00050850314,java开发工程师,8K-10K
北京,大专,3-5年,"五险一金,年底双薪,节日福利,带薪年假",CC330418436J00068298111,Java高级工程师,15K-20K
北京,大专,5-10年,"周末双休,五险一金,节日福利,带薪年假,交通补助",CC337626418J00077620312,高级Java开发,18K-22K
北京,不限,3-5年,"周末双休,五险一金,节日福利,带薪年假,交通补助",CC337626418J00085501112,java开发工程师,10K-15K
北京,本科,3-5年,"年底双薪,补充医疗保险,弹性工作,绩效奖金,五险一金",CC560347783J00112372113,java工程师,15K-25K
北京-丰台区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096497012,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京,本科,1-3年,"周末双休,五险一金,绩效奖金,每年多次调薪,带薪年假",CC400933930J00134887202,JAVA开发工程师,10K-20K
city,education,experience,job_description,jobid,jobname,salary
北京,本科,3-5年,"节日福利,不加班,五险一金,交通补助,14薪",CC120002369J90304748000,高级java工程师（网络运营部）,10K-16K
北京-昌平区,本科,5-10年,"加班补助,五险一金,周末双休,餐补,节日福利",CC120559728J00071878514,java开发工程师,8K-16K
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",CC120002369J00097529814,java分布式开发工程师,20K-30K
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",CC120002369J00099112714,高级java工程师（微服务方向）,25K-30K
北京-大兴区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096497312,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-宣武区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096496812,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-朝阳区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096496912,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-丰台区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096497012,java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-崇文区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096485512,Java初中级软件工程师签约实习生,5.9K-11.8K
北京-宣武区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096485612,Java初中级软件工程师签约实习生,5.9K-11.8K
北京-大兴区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096486112,Java初中级软件工程师签约实习生,5.9K-11.8K
北京-丰台区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096485812,Java初中级软件工程师签约实习生,5.9K-11.8K
北京-宣武区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492512,初级java软件工程师,5.9K-11.8K
北京-西城区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096485412,Java初中级软件工程师签约实习生,5.9K-11.8K
北京-朝阳区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492612,初级java软件工程师,5.9K-11.8K
北京,本科,3-5年,"周末双休,五险一金,绩效奖金,加班补助,带薪年假",CC120002369J00068121914,java高级软件工程师,20K-30K
北京-朝阳区,本科,3-5年,"五险一金,绩效奖金,股票期权,餐补,补充医疗保险",CC656148833J90250001000,Java工程师,15K-30K
北京,本科,5-10年,"创业公司,股票期权,带薪年假,餐补,五险一金",CC261426733J00021512113,java技术主管,12K-24K
北京,本科,3-5年,,CC298565618J00102481809,Java开发工程师中级（3年） lmx,10K-15K
北京-海淀区,本科,3-5年,"健身俱乐部,五险一金,绩效奖金,节日福利,带薪年假",CC287541634J00097376313,资深java工程师,15K-30K
北京,本科,3-5年,,CC298565618J00103840109,Java高级开发工程师 lmx,10K-15K
北京,本科,3-5年,"14薪,绩效奖金,交通补助,五险一金,补充医疗保险",CC327949385J00064709810,java开发工程师,15K-30K
北京,本科,3-5年,"五险一金,年终分红,加班补助,弹性工作,带薪年假",CC132075164J00024223910,java高级研发工程师,15K-20K
北京,本科,3-5年,"五险一金,带薪年假,弹性工作,定期体检,员工旅游",CC157088922J00246622205,java开发工程师中高级,10K-15K
北京,本科,3-5年,"五险一金,绩效奖金,交通补助,餐补,通讯补助",CC237760813J00056125109,产品与IT服务中心-java开发工程师,10K-20K
北京-朝阳区,硕士,无经验,"五险一金,年底双薪,交通补助,餐补,带薪年假",CC288047587J90250000000,Java实习生,4K-6K
北京,本科,3-5年,"五险一金,带薪年假,弹性工作,定期体检,员工旅游",CC157088922J00246085905,java开发工程师中级,10K-15K
北京,大专,3-5年,"五险一金,绩效奖金,弹性工作,定期体检,员工旅游",CC375705439J00097890112,Java开发工程师,15K-20K
